,type,tags,merchant_abn,count(1)
1478,b,"gift, card, novelty, souvenir",27504885147,5155
1479,a,"bicycle,",20569508100,2243
1480,b,"stationery, office supplies, printing, writing paper",71649111610,138
1481,b,"music, musical instruments, pianos, sheet music",71538439295,19054
1482,a,"music, musical instruments, pianos, sheet music",83559154052,843
1483,c,"computers, computer peripheral equipment, software",20594162542,2339
1484,a,"stationery, office supplies, printing, writing paper",97903083009,858
1485,a,"gift, card, novelty, souvenir",45648966421,1182
1486,a,"artist supply, craft",53237353758,2683
1487,b,"motor vehicle supplies, new parts",28647642474,428
1488,a,"artist supply, craft",81464461997,514
1489,a,"hobby, toy, game",99272161508,83
1490,c,"computers, computer peripheral equipment, software",88047242149,461
1491,a,shoe,56463450814,177
1492,c,"music, musical instruments, pianos, sheet music",66690609706,21
1493,b,"jewelry, watch, clock, silverware",43838212570,37
1494,a,"computers, computer peripheral equipment, software",77925217758,1305
1495,c,"gift, card, novelty, souvenir",79070278461,3150
1496,e,"watch, clock, jewelry repair",34920839316,12554
1497,b,"books, periodicals, newspapers",88279777843,3344
1498,c,"tent, awning",49418428210,481
1499,b,"computer programming, data processing, integrated systems design",33064796871,2502
1500,d,"stationery, office supplies, printing, writing paper",93606772530,2179
1501,c,telecom,74874670528,352
1502,b,"stationery, office supplies, printing, writing paper",67216839360,284
1503,b,"art dealers, galleries",43437492698,8
1504,b,"gift, card, novelty, souvenir",58317155743,186
1505,a,"books, periodicals, newspapers",42598866237,235
1506,d,"bicycle,",80597774208,148
1507,a,"digital goods, books, movies, music",78037042040,214
1508,a,"lawn, garden supply outlets, including nurseries",35188460630,96
1509,b,shoe,21901704733,115
1510,b,"antique, repairs, restoration",33364563448,39
1511,b,telecom,21166782413,24
1512,b,"art dealers, galleries",26788127465,9
1513,c,"art dealers, galleries",94951665897,23
1514,b,"tent, awning",42657888176,18
1515,a,"digital goods, books, movies, music",22147354496,706
1516,c,"antique, repairs, restoration",65122248893,15314
1517,b,"tent, awning",29023134283,10792
1518,c,"digital goods, books, movies, music",77153404511,714
1519,a,"gift, card, novelty, souvenir",80893432676,794
1520,c,"motor vehicle supplies, new parts",86938703369,163
1521,c,"books, periodicals, newspapers",63740885149,636
1522,a,"computer programming, data processing, integrated systems design",66943181420,43
1523,b,"opticians, optical goods, eyeglasses",71002398501,107
1524,b,"lawn, garden supply outlets, including nurseries",59614227972,80
1525,b,"stationery, office supplies, printing, writing paper",38864597115,30
1526,b,"opticians, optical goods, eyeglasses",87451351990,70
1527,e,telecom,82329510503,9
1528,a,"lawn, garden supply outlets, including nurseries",32821775372,17
1529,c,"watch, clock, jewelry repair",17678252870,11409
1530,b,"artist supply, craft",87457891433,4267
1531,b,"books, periodicals, newspapers",99291944648,12895
1532,c,"music, musical instruments, pianos, sheet music",30415756696,2096
1533,b,"health, beauty spas",24043105437,4177
1534,b,"opticians, optical goods, eyeglasses",65150917863,3187
1535,d,"computer programming, data processing, integrated systems design",56439821700,519
1536,d,"computer programming, data processing, integrated systems design",18924241226,413
1537,b,"gift, card, novelty, souvenir",87811059143,1119
1538,a,telecom,80932809713,54
1539,c,shoe,56683290946,160
1540,a,"health, beauty spas",25407570137,189
1541,c,shoe,93669046600,328
1542,b,"tent, awning",91374143276,434
1543,c,"books, periodicals, newspapers",48646476949,668
1544,a,"health, beauty spas",24683655751,281
1545,c,"hobby, toy, game",15297597516,415
1546,a,"motor vehicle supplies, new parts",69108448846,752
1547,a,"furniture, home furnishings, equipment, manufacturers",13822969155,53
1548,b,"equipment, tool, furniture, appliance rental, leasing",16178821827,67
1549,b,"cable, satellite, other pay television, radio",50766787885,154
1550,b,shoe,73649365788,66
1551,c,"hobby, toy, game",37534260149,6
1552,a,"gift, card, novelty, souvenir",45629217853,190768
1553,a,"cable, satellite, other pay television, radio",47663262928,8727
1554,b,shoe,39211701585,7166
1555,b,"cable, satellite, other pay television, radio",72553304202,5667
1556,c,"stationery, office supplies, printing, writing paper",83702983188,51
1557,a,"computer programming, data processing, integrated systems design",55096581107,113
1558,b,"digital goods, books, movies, music",99115883676,378
1559,b,"lawn, garden supply outlets, including nurseries",68112267199,394
1560,b,"tent, awning",54762063900,34
1561,c,"cable, satellite, other pay television, radio",52989681376,700
1562,b,"florists supplies, nursery stock, flowers",94833823558,430
1563,a,"computer programming, data processing, integrated systems design",33268824520,1412
1564,b,"equipment, tool, furniture, appliance rental, leasing",62739118502,183
1565,a,"stationery, office supplies, printing, writing paper",23322235350,35
1566,a,"antique, repairs, restoration",53877856360,10
1567,b,"tent, awning",53003062892,5772
1568,a,"digital goods, books, movies, music",89502033586,16283
1569,a,"opticians, optical goods, eyeglasses",35813492759,3186
1570,b,"florists supplies, nursery stock, flowers",76646764782,7580
1571,b,"antique, repairs, restoration",41544083714,208
1572,a,"gift, card, novelty, souvenir",24769745549,1413
1573,d,"digital goods, books, movies, music",62464569593,2970
1574,a,"computer programming, data processing, integrated systems design",55123279982,1767
1575,b,"computers, computer peripheral equipment, software",35578320747,224
1576,a,"gift, card, novelty, souvenir",60821630269,377
1577,d,"bicycle,",69202616607,322
1578,c,"health, beauty spas",31471800699,170
1579,c,"artist supply, craft",45247456727,78
1580,c,"jewelry, watch, clock, silverware",46898641989,125
1581,a,"florists supplies, nursery stock, flowers",21166508693,96
1582,b,"music, musical instruments, pianos, sheet music",59969380468,77
1583,d,"music, musical instruments, pianos, sheet music",50921929340,29
1584,a,shoe,61813633430,20
1585,a,"gift, card, novelty, souvenir",38736067045,8096
1586,b,"health, beauty spas",94072762560,8170
1587,a,"digital goods, books, movies, music",86772484982,12040
1588,b,"lawn, garden supply outlets, including nurseries",92598420603,2851
1589,c,"hobby, toy, game",33357097824,691
1590,b,"health, beauty spas",78508476745,678
1591,a,"bicycle,",49152510995,256
1592,c,"stationery, office supplies, printing, writing paper",91363040650,81
1593,c,"jewelry, watch, clock, silverware",82736268897,10
1594,a,"computers, computer peripheral equipment, software",34048570533,36
1595,a,"computer programming, data processing, integrated systems design",30140204602,80
1596,c,"cable, satellite, other pay television, radio",31754766736,1366
1597,b,"hobby, toy, game",78914491399,241
1598,a,"lawn, garden supply outlets, including nurseries",29216160692,3728
1599,b,"motor vehicle supplies, new parts",74155418313,1853
1600,c,"health, beauty spas",25069678029,2127
1601,c,"motor vehicle supplies, new parts",45865544833,219
1602,a,"tent, awning",57083783235,2250
1603,a,"health, beauty spas",46451548968,11583
1604,a,"artist supply, craft",20717777781,234
1605,b,"cable, satellite, other pay television, radio",39929271871,586
1606,a,"motor vehicle supplies, new parts",12771097467,1091
1607,a,"bicycle,",46308102995,827
1608,b,telecom,93932766844,23
1609,b,"computer programming, data processing, integrated systems design",96545108198,50
1610,b,"motor vehicle supplies, new parts",61639583117,15
1611,a,"watch, clock, jewelry repair",71528203369,27145
1612,c,"artist supply, craft",54024111976,358
1613,a,"gift, card, novelty, souvenir",24715277505,8339
1614,b,"books, periodicals, newspapers",63817709749,5635
1615,b,"gift, card, novelty, souvenir",27094414625,420
1616,b,"lawn, garden supply outlets, including nurseries",72539760068,2662
1617,c,"health, beauty spas",39917000142,1246
1618,a,"digital goods, books, movies, music",48248269920,4438
1619,c,"antique, repairs, restoration",62854571289,72
1620,e,shoe,99018524323,794
1621,c,"digital goods, books, movies, music",71305424518,381
1622,a,"computers, computer peripheral equipment, software",37927728172,65
1623,b,"furniture, home furnishings, equipment, manufacturers",49715970676,112
1624,a,"computer programming, data processing, integrated systems design",24952685426,99
1625,a,"computer programming, data processing, integrated systems design",71868219093,213
1626,b,"music, musical instruments, pianos, sheet music",55348614885,372
1627,a,"watch, clock, jewelry repair",54331336835,463
1628,a,"tent, awning",15073534664,292
1629,a,"artist supply, craft",36307655284,238
1630,b,"gift, card, novelty, souvenir",88202878932,219
1631,b,"tent, awning",93693693468,119
1632,a,"artist supply, craft",24120162361,18
1633,b,"antique, repairs, restoration",94009500943,5
1634,b,"gift, card, novelty, souvenir",79417999332,82822
1635,a,shoe,11439466003,24881
1636,a,"motor vehicle supplies, new parts",68645868338,6470
1637,a,"computer programming, data processing, integrated systems design",40201093869,2076
1638,a,"cable, satellite, other pay television, radio",16394504716,1751
1639,b,"florists supplies, nursery stock, flowers",53126107676,5934
1640,d,telecom,82044452251,886
1641,b,"equipment, tool, furniture, appliance rental, leasing",57626266756,424
1642,a,"opticians, optical goods, eyeglasses",98844249092,217
1643,e,"artist supply, craft",96336573256,26
1644,b,"books, periodicals, newspapers",14522297874,74
1645,a,"books, periodicals, newspapers",72677672233,71
1646,c,"florists supplies, nursery stock, flowers",53769121598,154
1647,c,"opticians, optical goods, eyeglasses",48791943923,185
1648,a,"books, periodicals, newspapers",12840456630,62
1649,a,"furniture, home furnishings, equipment, manufacturers",50446282783,61
1650,a,"stationery, office supplies, printing, writing paper",56939946451,25
1651,b,"equipment, tool, furniture, appliance rental, leasing",24102148742,5
1652,a,"bicycle,",62204398944,8707
1653,a,"computer programming, data processing, integrated systems design",94455880010,22220
1654,b,"gift, card, novelty, souvenir",83177825742,8731
1655,a,"watch, clock, jewelry repair",49758515423,3195
1656,b,"stationery, office supplies, printing, writing paper",46969224554,576
1657,b,"health, beauty spas",46953117138,2907
1658,b,"computer programming, data processing, integrated systems design",67853562563,501
1659,b,"stationery, office supplies, printing, writing paper",70885562894,127
1660,a,"florists supplies, nursery stock, flowers",23305324752,144
1661,c,shoe,60090918663,593
1662,c,"artist supply, craft",73980410353,2602
1663,a,"motor vehicle supplies, new parts",66678363248,354
1664,c,"art dealers, galleries",97598804219,63
1665,a,telecom,15457638036,4
1666,a,"florists supplies, nursery stock, flowers",53655334735,290
1667,c,telecom,51479541036,68
1668,b,"health, beauty spas",42515892480,280
1669,b,"hobby, toy, game",52441951858,39
1670,a,"artist supply, craft",66465228073,124
1671,b,"jewelry, watch, clock, silverware",99473039626,26
1672,a,shoe,45559085309,10615
1673,c,"watch, clock, jewelry repair",57405729081,5622
1674,a,"digital goods, books, movies, music",40279146273,14316
1675,a,"motor vehicle supplies, new parts",13514558491,15065
1676,a,"motor vehicle supplies, new parts",85978665515,3201
1677,b,"computers, computer peripheral equipment, software",17055065679,2027
1678,a,"lawn, garden supply outlets, including nurseries",15135045968,332
1679,a,"artist supply, craft",26218617714,1713
1680,a,"music, musical instruments, pianos, sheet music",83891433615,204
1681,c,"watch, clock, jewelry repair",28651583807,267
1682,a,"bicycle,",64521628277,220
1683,a,"gift, card, novelty, souvenir",69107197788,126
1684,b,"tent, awning",81776569986,1150
1685,a,shoe,93560646170,70
1686,a,"bicycle,",53599011106,50
1687,a,"art dealers, galleries",31471844679,236
1688,b,"computer programming, data processing, integrated systems design",14042321810,168
1689,b,shoe,85618614233,85
1690,b,"opticians, optical goods, eyeglasses",62241198510,70
1691,c,"health, beauty spas",87566366459,62
1692,c,"gift, card, novelty, souvenir",85528480784,2133
1693,a,"furniture, home furnishings, equipment, manufacturers",24471518053,6310
1694,a,"florists supplies, nursery stock, flowers",33651513345,2139
1695,a,"gift, card, novelty, souvenir",92308095254,2228
1696,d,"stationery, office supplies, printing, writing paper",20692490685,1693
1697,c,"hobby, toy, game",11848576000,86
1698,a,"gift, card, novelty, souvenir",48625977738,1065
1699,c,"stationery, office supplies, printing, writing paper",55307299248,974
1700,b,"furniture, home furnishings, equipment, manufacturers",44313899037,597
